,date,favorites,id,isRetweet,retweets,text
216,2020-12-19 19:23:19,148590,1340377186847625216,False,35763,We don’t want to have lockdowns. The cure cannot be worse than the problem itself! 
217,2020-12-19 19:19:18,90004,1340376176695631872,False,20622,"The entire WORLD is being badly hurt by the China Virus, but if you listen to the Fake News Lamestream Media, and Big Tech, you would think that we are the only one. No, but we are the Country that developed vaccines, and years ahead of schedule! "
218,2020-12-19 19:09:51,164286,1340373798617559040,False,27429,Very happy to have helped get @WreathsAcross America so beautifully open and operating today. Congratulations to all of those who have worked so hard for this great success!
221,2020-12-19 16:30:11,180086,1340333619299147776,False,43970,"....discussing the possibility that it may be China (it may!). There could also have been a hit on our ridiculous voting machines during the election, which is now obvious that I won big, making it an even more corrupted embarrassment for the USA. @DNI_Ratcliffe @SecPompeo"
222,2020-12-19 16:30:11,196757,1340333618691002368,False,49136,"The Cyber Hack is far greater in the Fake News Media than in actuality. I have been fully briefed and everything is well under control. Russia, Russia, Russia is the priority chant when anything happens because Lamestream is, for mostly financial reasons, petrified of...."
223,2020-12-19 14:41:03,225840,1340306154031857664,False,64973,"He didn’t win the Election. He lost all 6 Swing States, by a lot. They then dumped hundreds of thousands of votes in each one, and got caught. Now Republican politicians have to fight so that their great victory is not stolen. Don’t be weak fools! "
224,2020-12-19 14:18:10,124233,1340300394640117760,False,25016,One of the Trump Administration’s great achievements into the future will be the authorization and start up of the SPACE FORCE. 75 years since Air Force. Congratulations to all! 
225,2020-12-19 06:42:42,218392,1340185773220515840,False,67211,"Peter Navarro releases 36-page report alleging election fraud 'more than sufficient' to swing victory to Trump  A great report by Peter. Statistically impossible to have lost the 2020 Election. Big protest in D.C. on January 6th. Be there, will be wild!"
226,2020-12-19 00:47:30,270657,1340096386113687552,False,31214,"Congratulations, the Moderna vaccine is now available!"
228,2020-12-18 16:30:13,263908,1339971240157736960,False,38403,THANK YOU to the GREAT men and women of @FedEx and @UPS for driving through the storms this week to deliver millions of doses of the vaccine across the country. Two Great American Companies!
229,2020-12-18 15:17:45,181668,1339953001847525376,False,51939,"The Secretary of State and Governor of Georgia, both so-called “Republicans”, aren’t allowing Fulton County to go through the vital Voter Signature Verification process. Also, they are not allowing Republican “watchers” to be present and verify! @BrianKempGA"
230,2020-12-18 14:19:27,200816,1339938332223139840,False,45887,"Governor @BrianKempGA of Georgia still has not called a Special Session. So easy to do, why is he not doing it? It will give us the State. MUST ACT NOW!"
231,2020-12-18 14:16:21,100374,1339937549209522176,False,20977,"Oh, they do this to me every day. When will they apologize? "
232,2020-12-18 14:14:32,212444,1339937091707351040,False,54898,".@senatemajldr and Republican Senators have to get tougher, or you won’t have a Republican Party anymore. We won the Presidential Election, by a lot. FIGHT FOR IT. Don’t let them take it away!"
233,2020-12-18 13:45:01,77814,1339929663804747776,False,16670,"Well, at least she was happy when I pardoned Scooter Libby. We got a GREAT new Senator from her state, not Liz! "
234,2020-12-18 12:58:55,119006,1339918065543352320,False,28803,The Russia Hoax becomes an even bigger lie! 
235,2020-12-18 12:43:47,163031,1339914253596319744,False,26660,"Europe and other parts of the World being hit hard by the China Virus - Germany, France, Spain and Italy, in particular. The vaccines are on their way!!!"
236,2020-12-18 12:37:34,165948,1339912692736405504,False,23236,Moderna vaccine overwhelmingly approved. Distribution to start immediately.
237,2020-12-18 03:13:12,436587,1339770665168228352,False,75146,"I am very disappointed in the United States Supreme Court, and so is our great country!"
238,2020-12-18 03:04:23,92780,1339768443042738176,False,26363,"New Peter Strzok Texts Undermine Official Narrative on Start of ‘Russia Collusion‘ Investigation  via @BreitbartNews. Check out last in his class John McCain, one of the most overrated people in D.C."
239,2020-12-18 02:28:00,176441,1339759289234317312,False,39174,We won Wisconsin big. They rigged the vote! 
240,2020-12-18 02:24:00,98337,1339758279526916096,False,15722,Thank you! 
241,2020-12-18 02:23:27,94683,1339758142381551616,False,18244,Tommy will be more popular than ever before - a hero! 
242,2020-12-18 01:46:53,144493,1339748940380577792,False,34751,"That’s because he is a great champion and man of courage. More Republican Senators should follow his lead. We had a landslide victory, and then it was swindled away from the Republican Party - but we caught them. Do something! "
243,2020-12-17 23:10:43,353935,1339709639584337920,False,61718,Democrats would never put up with a Presidential Election stolen by the Republicans!
